pdb_id,rep,ns/day,hour/ns
1btk_A,3,229.111,0.105
1ru4_A,1,131.889,0.182
1ru4_A,2,132.022,0.182
1ru4_A,3,131.747,0.182
4p7x_A,1,177.212,0.135
4p7x_A,2,191.624,0.125
4p7x_A,3,184.844,0.13
3cml_A,1,137.722,0.174
3cml_A,2,139.745,0.172
3cml_A,3,133.902,0.179
3hms_A,1,294.523,0.081
3hms_A,2,299.003,0.08
3hms_A,3,265.277,0.09
3bqk_A,1,118.906,0.202
3bqk_A,2,118.434,0.203
3bqk_A,3,118.779,0.202
2hng_A,1,280.088,0.086
2hng_A,2,284.785,0.084
2hng_A,3,283.365,0.085
5v0m_A,1,413.696,0.058
5v0m_A,2,423.859,0.057
5v0m_A,3,439.89,0.055
7e2s_A,1,202.356,0.119
7e2s_A,2,200.103,0.12
7e2s_A,3,199.816,0.12
5ja5_A,1,149.38,0.161
5ja5_A,2,154.468,0.155
5ja5_A,3,165.047,0.145
4y93_A,1,112.372,0.214
4y93_A,2,108.267,0.222
4y93_A,3,108.393,0.221
4wyw_A,1,119.436,0.201
4wyw_A,2,114.899,0.209
4wyw_A,3,116.653,0.206
3lq9_B,1,236.898,0.101
3lq9_B,2,245.219,0.098
3lq9_B,3,247.786,0.097
2d28_C,1,259.832,0.092
2d28_C,2,254.913,0.094
2d28_C,3,256.341,0.094
8dkp_A,1,171.19,0.14
8dkp_A,2,176.533,0.136
8dkp_A,3,170.132,0.141
2gkp_A,1,266.456,0.09
2gkp_A,2,268.725,0.089
2gkp_A,3,258.491,0.093
1ql0_B,1,246.199,0.097
1ql0_B,2,243.407,0.099
1ql0_B,3,238.04,0.101
1kop_A,1,224.514,0.107
1kop_A,2,226.691,0.106
1kop_A,3,224.149,0.107
3l32_A,1,497.765,0.048
3l32_A,2,490.811,0.049
3l32_A,3,491.259,0.049
4jqu_B,1,384.961,0.062
4jqu_B,2,387.892,0.062
4jqu_B,3,390.013,0.062
2qhq_B,1,330.881,0.073
2qhq_B,2,329.649,0.073
2qhq_B,3,328.145,0.073
1zn6_A,1,207.71,0.116
1zn6_A,2,211.918,0.113
1zn6_A,3,191.358,0.125
5e7x_A,1,269.22,0.089
5e7x_A,2,270.971,0.089
5e7x_A,3,269.129,0.089
5g38_A,1,281.124,0.085
5g38_A,2,290.323,0.083
5g38_A,3,282.516,0.085
1y7t_B,1,198.732,0.121
1y7t_B,2,185.327,0.13
1y7t_B,3,195.059,0.123
6l3m_B,1,165.146,0.145
6l3m_B,2,154.488,0.155
6l3m_B,3,162.628,0.148
1rk8_B,1,240.598,0.1
1rk8_B,2,241.249,0.099
1rk8_B,3,236.798,0.101
4gk9_A,1,191.982,0.125
4gk9_A,2,191.981,0.125
4gk9_A,3,181.635,0.132
4ddp_A,1,162.782,0.147
4ddp_A,2,177.524,0.135
4ddp_A,3,173.962,0.138
2d5b_A,1,113.82,0.211
2d5b_A,2,113.302,0.212
2d5b_A,3,117.436,0.204
2wb6_A,1,194.066,0.124
2wb6_A,2,203.664,0.118
2wb6_A,3,192.608,0.125
3l2a_A,1,327.332,0.073
3l2a_A,2,335.421,0.072
3l2a_A,3,329.223,0.073
7zz7_A,1,165.209,0.145
7zz7_A,2,157.671,0.152
7zz7_A,3,160.73,0.149
4xb4_A,1,273.787,0.088
4xb4_A,2,279.455,0.086
4xb4_A,3,274.146,0.088
4a1k_A,1,282.411,0.085
4a1k_A,2,296.334,0.081
4a1k_A,3,285.048,0.084
3dan_A,1,146.006,0.164
3dan_A,2,141.569,0.17
3dan_A,3,145.733,0.165
1jwq_A,1,278.326,0.086
1jwq_A,2,287.384,0.084
1jwq_A,3,268.167,0.089
5c8q_B,1,215.613,0.111
5c8q_B,2,219.114,0.11
5c8q_B,3,218.415,0.11
2r31_A,1,173.857,0.138
2r31_A,2,184.781,0.13
2r31_A,3,190.609,0.126
8bbm_A,1,273.98,0.088
8bbm_A,2,293.628,0.082
8bbm_A,3,294.376,0.082
5h2d_A,1,135.196,0.178
5h2d_A,2,148.578,0.162
5h2d_A,3,137.772,0.174
3lyf_D,1,233.617,0.103
3lyf_D,2,230.292,0.104
3lyf_D,3,238.841,0.1
1sf9_A,1,170.829,0.14
1sf9_A,2,185.848,0.129
1sf9_A,3,187.613,0.128
1p27_C,1,261.015,0.092
1p27_C,2,256.549,0.094
1p27_C,3,270.053,0.089
3bzn_A,1,144.164,0.166
3bzn_A,2,148.238,0.162
3bzn_A,3,149.18,0.161
2ii1_D,1,190.1,0.126
2ii1_D,2,194.097,0.124
2ii1_D,3,179.513,0.134
4hfq_B,1,189.029,0.127
4hfq_B,2,189.006,0.127
4hfq_B,3,188.617,0.127
1b2s_E,1,385.394,0.062
1b2s_E,2,383.7,0.063
1b2s_E,3,384.288,0.062
4ny3_A,1,172.762,0.139
4ny3_A,2,202.028,0.119
4ny3_A,3,200.021,0.12
6eof_A,1,105.062,0.228
6eof_A,2,112.439,0.213
6eof_A,3,111.494,0.215
4qn8_B,1,270.378,0.089
4qn8_B,2,271.243,0.088
4qn8_B,3,272.598,0.088
6uof_A,1,329.211,0.073
6uof_A,2,322.085,0.075
6uof_A,3,322.997,0.074
3apa_A,1,279.352,0.086
3apa_A,2,277.715,0.086
3apa_A,3,279.93,0.086
3ipf_A,1,443.032,0.054
3ipf_A,2,445.028,0.054
3ipf_A,3,445.506,0.054
1ix9_A,1,170.14,0.141
1ix9_A,2,169.712,0.141
1ix9_A,3,170.061,0.141
3ib5_A,1,129.813,0.185
3ib5_A,2,118.715,0.202
3ib5_A,3,121.998,0.197
2wr8_A,1,184.356,0.13
2wr8_A,2,183.872,0.131
2wr8_A,3,184.07,0.13
3d1g_A,1,144.45,0.166
3d1g_A,2,144.484,0.166
3d1g_A,3,145.769,0.165
5njl_A,1,129.643,0.185
5njl_A,2,125.916,0.191
5njl_A,3,134.365,0.179
6ro6_B,1,449.567,0.053
6ro6_B,2,459.176,0.052
6ro6_B,3,434.716,0.055
3eto_A,1,184.781,0.13
3eto_A,2,183.078,0.131
3eto_A,3,184.513,0.13
5x1e_E,1,236.829,0.101
5x1e_E,2,229.955,0.104
5x1e_E,3,229.602,0.105
2xz2_A,1,399.939,0.06
2xz2_A,2,408.964,0.059
2xz2_A,3,400.82,0.06
1k30_A,1,155.697,0.154
1k30_A,2,151.189,0.159
1k30_A,3,152.393,0.157
2fma_A,1,428.033,0.056
2fma_A,2,436.641,0.055
2fma_A,3,431.009,0.056
5w4d_B,1,251.39,0.095
5w4d_B,2,254.929,0.094
5w4d_B,3,228.139,0.105
5hz7_A,1,118.276,0.203
5hz7_A,2,120.287,0.2
5hz7_A,3,118.49,0.203
3vnb_A,1,222.644,0.108
3vnb_A,2,217.277,0.11
3vnb_A,3,216.287,0.111
1ear_A,1,264.144,0.091
1ear_A,2,258.914,0.093
1ear_A,3,258.601,0.093
3ic3_B,1,219.302,0.109
3ic3_B,2,221.54,0.108
3ic3_B,3,215.635,0.111
7a66_C,1,361.188,0.066
7a66_C,2,362.203,0.066
7a66_C,3,360.453,0.067
2ebb_A,1,349.07,0.069
2ebb_A,2,339.729,0.071
2ebb_A,3,343.599,0.07
3g98_B,1,390.385,0.061
3g98_B,2,395.119,0.061
3g98_B,3,391.026,0.061
1zsw_A,1,133.052,0.18
1zsw_A,2,135.353,0.177
1zsw_A,3,123.44,0.194
4m62_S,1,317.612,0.076
4m62_S,2,318.496,0.075
4m62_S,3,327.075,0.073
3dqy_A,1,382.638,0.063
3dqy_A,2,407.543,0.059
3dqy_A,3,388.833,0.062
2phn_A,1,190.479,0.126
2phn_A,2,187.333,0.128
2phn_A,3,196.011,0.122
1kgq_A,1,167.79,0.143
1kgq_A,2,168.908,0.142
1kgq_A,3,166.538,0.144
6cka_B,1,363.043,0.066
6cka_B,2,360.78,0.067
6cka_B,3,358.297,0.067
2v4n_A,1,167.919,0.143
2v4n_A,2,168.685,0.142
2v4n_A,3,158.564,0.151
6ovk_R,1,208.115,0.115
6ovk_R,2,209.835,0.114
6ovk_R,3,205.958,0.117
4aqr_D,1,204.029,0.118
4aqr_D,2,200.411,0.12
4aqr_D,3,202.727,0.118
4whe_A,1,133.476,0.18
4whe_A,2,124.58,0.193
4whe_A,3,124.989,0.192
4ckk_A,1,91.082,0.263
4ckk_A,2,87.929,0.273
4ckk_A,3,86.466,0.278
1knt_A,1,557.784,0.043
1knt_A,2,525.534,0.046
1knt_A,3,532.281,0.045
2oxl_A,1,456.006,0.053
2oxl_A,2,443.879,0.054
2oxl_A,3,449.197,0.053
4o66_C,1,382.992,0.063
4o66_C,2,382.601,0.063
4o66_C,3,397.019,0.06
4alz_A,1,192.427,0.125
4alz_A,2,211.181,0.114
4alz_A,3,213.668,0.112
2yzs_B,1,155.725,0.154
2yzs_B,2,166.671,0.144
2yzs_B,3,176.46,0.136
5a67_A,1,223.391,0.107
5a67_A,2,223.879,0.107
5a67_A,3,223.912,0.107
2obl_A,1,140.559,0.171
2obl_A,2,139.48,0.172
2obl_A,3,138.316,0.174
3rmq_A,1,294.596,0.081
3rmq_A,2,294.796,0.081
3rmq_A,3,298.429,0.08
2nsa_A,1,225.126,0.107
2nsa_A,2,238.351,0.101
2nsa_A,3,218.536,0.11
7ec1_A,1,119.083,0.202
7ec1_A,2,118.321,0.203
7ec1_A,3,114.474,0.21
3q3u_A,1,184.731,0.13
3q3u_A,2,192.975,0.124
3q3u_A,3,202.735,0.118
1by2_A,1,391.898,0.061
1by2_A,2,399.542,0.06
1by2_A,3,391.642,0.061
1vr8_A,1,271.01,0.089
1vr8_A,2,273.607,0.088
1vr8_A,3,275.154,0.087
1ojq_A,1,215.86,0.111
1ojq_A,2,229.526,0.105
1ojq_A,3,232.705,0.103
2j6b_A,1,344.577,0.07
2j6b_A,2,341.141,0.07
2j6b_A,3,341.877,0.07
2rff_A,1,292.417,0.082
2rff_A,2,299.625,0.08
2rff_A,3,300.149,0.08
6h95_A,1,189.938,0.126
6h95_A,2,209.685,0.114
6h95_A,3,202.153,0.119
1t95_A,1,131.687,0.182
1t95_A,2,135.569,0.177
1t95_A,3,134.745,0.178
2xol_B,1,217.259,0.11
2xol_B,2,220.935,0.109
2xol_B,3,218.844,0.11
4npd_A,1,416.85,0.058
4npd_A,2,418.595,0.057
4npd_A,3,441.702,0.054
1b8d_K,1,265.58,0.09
1b8d_K,2,275.007,0.087
1b8d_K,3,282.816,0.085
5um3_A,1,468.667,0.051
5um3_A,2,459.729,0.052
5um3_A,3,473.867,0.051
7aex_A,1,170.629,0.141
7aex_A,2,165.92,0.145
7aex_A,3,158.199,0.152
4oxw_A,1,255.695,0.094
4oxw_A,2,251.867,0.095
4oxw_A,3,255.342,0.094
2puo_A,1,342.117,0.07
2puo_A,2,338.106,0.071
2puo_A,3,333.112,0.072
5ij2_B,1,144.884,0.166
5ij2_B,2,143.019,0.168
5ij2_B,3,143.88,0.167
3nuf_A,1,361.165,0.066
3nuf_A,2,355.002,0.068
3nuf_A,3,357.092,0.067
4dlh_B,1,193.206,0.124
4dlh_B,2,194.814,0.123
4dlh_B,3,211.694,0.113
1hp1_A,1,134.048,0.179
1hp1_A,2,122.762,0.195
1hp1_A,3,125.197,0.192
1pdo_A,1,288.488,0.083
1pdo_A,2,277.267,0.087
1pdo_A,3,286.096,0.084
1t8k_A,1,479.06,0.05
1t8k_A,2,482.124,0.05
1t8k_A,3,471.991,0.051
2bti_B,1,347.702,0.069
2bti_B,2,360.295,0.067
2bti_B,3,335.73,0.071
3bri_A,1,386.323,0.062
3bri_A,2,388.791,0.062
3bri_A,3,409.036,0.059
3svi_A,1,435.815,0.055
3svi_A,2,410.019,0.059
3svi_A,3,413.101,0.058
4p3a_B,1,367.001,0.065
4p3a_B,2,361.144,0.066
4p3a_B,3,349.173,0.069
2oxo_A,1,342.871,0.07
2oxo_A,2,340.978,0.07
2oxo_A,3,330.36,0.073
3vor_A,1,324.959,0.074
3vor_A,2,317.79,0.076
3vor_A,3,313.662,0.077
2gc4_L,1,309.021,0.078
2gc4_L,2,315.293,0.076
2gc4_L,3,327.155,0.073
7sao_A,1,570.761,0.042
7sao_A,2,574.202,0.042
7sao_A,3,564.457,0.043
2z6o_A,1,243.242,0.099
2z6o_A,2,236.969,0.101
2z6o_A,3,244.347,0.098
2pbk_A,1,249.537,0.096
2pbk_A,2,235.947,0.102
2pbk_A,3,227.982,0.105
1f9p_A,1,285.174,0.084
1f9p_A,2,285.165,0.084
1f9p_A,3,286.305,0.084
3c8y_A,1,112.707,0.213
3c8y_A,2,122.028,0.197
3c8y_A,3,110.356,0.217
3boe_A,1,294.726,0.081
3boe_A,2,286.311,0.084
3boe_A,3,291.237,0.082
1b25_D,1,125.787,0.191
1b25_D,2,124.11,0.193
1b25_D,3,127.17,0.189
3jsy_B,1,167.217,0.144
3jsy_B,2,163.619,0.147
3jsy_B,3,164.231,0.146
6vjg_A,1,288.269,0.083
6vjg_A,2,301.67,0.08
6vjg_A,3,294.655,0.081
3fhf_A,1,259.275,0.093
3fhf_A,2,258.818,0.093
3fhf_A,3,262.716,0.091
1c52_A,1,313.392,0.077
1c52_A,2,315.335,0.076
1c52_A,3,315.858,0.076
5dmp_A,1,291.35,0.082
5dmp_A,2,272.297,0.088
5dmp_A,3,303.91,0.079
2p3p_B,1,198.669,0.121
2p3p_B,2,195.346,0.123
2p3p_B,3,198.066,0.121
6dnm_A,1,209.355,0.115
6dnm_A,2,215.23,0.112
6dnm_A,3,213.965,0.112
3a2q_A,1,152.997,0.157
3a2q_A,2,153.629,0.156
3a2q_A,3,153.598,0.156
3ip4_A,1,141.935,0.169
3ip4_A,2,151.836,0.158
3ip4_A,3,141.292,0.17
6sdk_A,1,178.196,0.135
6sdk_A,2,168.769,0.142
6sdk_A,3,176.126,0.136
5j72_A,1,106.269,0.226
5j72_A,2,106.457,0.225
5j72_A,3,107.734,0.223
6a9a_A,1,215.704,0.111
6a9a_A,2,209.116,0.115
6a9a_A,3,214.414,0.112
3e0z_B,1,380.698,0.063
3e0z_B,2,382.453,0.063
3e0z_B,3,421.367,0.057
3n4j_A,1,281.377,0.085
3n4j_A,2,276.192,0.087
3n4j_A,3,269.637,0.089
2jh3_B,1,129.133,0.186
2jh3_B,2,131.699,0.182
2jh3_B,3,132.843,0.181
5v6g_A,1,242.292,0.099
5v6g_A,2,247.294,0.097
5v6g_A,3,236.258,0.102
5by8_B,1,224.793,0.107
5by8_B,2,227.904,0.105
5by8_B,3,224.055,0.107
3v68_A,1,210.108,0.114
3v68_A,2,220.245,0.109
3v68_A,3,207.802,0.115
2drv_B,1,213.117,0.113
2drv_B,2,226.231,0.106
2drv_B,3,214.281,0.112
1i4m_A,1,251.193,0.096
1i4m_A,2,251.909,0.095
1i4m_A,3,252.244,0.095
3ush_A,1,280.88,0.085
3ush_A,2,268.005,0.09
3ush_A,3,297.989,0.081
5hub_A,1,253.628,0.095
5hub_A,2,244.082,0.098
5hub_A,3,247.813,0.097
1d3y_B,1,171.725,0.14
1d3y_B,2,156.377,0.153
1d3y_B,3,159.403,0.151
1lln_A,1,246.987,0.097
1lln_A,2,246.663,0.097
1lln_A,3,246.023,0.098
2rij_A,1,129.04,0.186
2rij_A,2,124.224,0.193
2rij_A,3,125.086,0.192
2ov9_B,1,208.76,0.115
2ov9_B,2,200.94,0.119
2ov9_B,3,194.241,0.124
2yyv_B,1,267.03,0.09
2yyv_B,2,254.695,0.094
2yyv_B,3,254.448,0.094
4kmn_A,1,309.067,0.078
4kmn_A,2,284.058,0.084
4kmn_A,3,285.985,0.084
4dja_A,1,134.424,0.179
4dja_A,2,140.814,0.17
4dja_A,3,135.418,0.177
1upt_D,1,362.616,0.066
1upt_D,2,362.251,0.066
1upt_D,3,375.501,0.064
3ino_A,1,236.719,0.101
3ino_A,2,240.132,0.1
3ino_A,3,235.43,0.102
1e7l_B,1,184.496,0.13
1e7l_B,2,160.719,0.149
1e7l_B,3,169.026,0.142
1t61_E,1,166.004,0.145
1t61_E,2,165.528,0.145
1t61_E,3,166.306,0.144
4xo1_A,1,348.54,0.069
4xo1_A,2,346.995,0.069
4xo1_A,3,340.481,0.07
2y3w_A,1,182.735,0.131
2y3w_A,2,181.712,0.132
2y3w_A,3,181.328,0.132
2vlf_B,1,140.289,0.171
2vlf_B,2,147.651,0.163
2vlf_B,3,140.745,0.171
4zbo_D,1,202.063,0.119
4zbo_D,2,185.025,0.13
4zbo_D,3,208.469,0.115
2gfq_A,1,136.51,0.176
2gfq_A,2,134.957,0.178
2gfq_A,3,131.665,0.182
3lx5_A,1,186.834,0.128
3lx5_A,2,186.977,0.128
3lx5_A,3,183.755,0.131
2yxn_A,1,197.538,0.121
2yxn_A,2,185.529,0.129
2yxn_A,3,185.168,0.13
3tgt_A,1,129.753,0.185
3tgt_A,2,134.964,0.178
3tgt_A,3,144.742,0.166
3t7z_A,1,339.468,0.071
3t7z_A,2,336.046,0.071
3t7z_A,3,340.038,0.071
2hq4_A,1,268.492,0.089
2hq4_A,2,268.75,0.089
2hq4_A,3,262.066,0.092
1vlb_A,1,95.335,0.252
1vlb_A,2,98.373,0.244
1vlb_A,3,97.915,0.245
5ce9_A,1,175.101,0.137
5ce9_A,2,172.354,0.139
5ce9_A,3,173.831,0.138
1xty_B,1,329.116,0.073
1xty_B,2,341.101,0.07
1xty_B,3,334.585,0.072
7buy_A,1,155.877,0.154
7buy_A,2,156.207,0.154
7buy_A,3,155.08,0.155
1zt5_A,1,400.511,0.06
1zt5_A,2,393.712,0.061
1zt5_A,3,386.417,0.062
5z1n_A,1,271.618,0.088
5z1n_A,2,270.788,0.089
5z1n_A,3,274.427,0.087
5bty_A,1,333.514,0.072
5bty_A,2,367.712,0.065
5bty_A,3,324.577,0.074
1ok0_A,1,465.135,0.052
1ok0_A,2,484.554,0.05
1ok0_A,3,466.6,0.051
5gw6_A,1,182.312,0.132
5gw6_A,2,180.55,0.133
5gw6_A,3,179.309,0.134
4ke2_C,1,141.471,0.17
4ke2_C,2,138.536,0.173
4ke2_C,3,142.574,0.168
1qhv_A,1,222.585,0.108
1qhv_A,2,217.347,0.11
1qhv_A,3,217.233,0.11
5zlq_A,1,274.575,0.087
5zlq_A,2,259.216,0.093
5zlq_A,3,278.787,0.086
6y5p_B,1,173.833,0.138
6y5p_B,2,162.186,0.148
6y5p_B,3,174.12,0.138
3oyv_A,1,165.592,0.145
3oyv_A,2,158.358,0.152
3oyv_A,3,165.049,0.145
5j47_A,1,114.501,0.21
5j47_A,2,111.272,0.216
5j47_A,3,114.19,0.21
3wa1_A,1,110.962,0.216
3wa1_A,2,109.941,0.218
3wa1_A,3,109.074,0.22
4yal_A,1,106.812,0.225
4yal_A,2,106.971,0.224
4yal_A,3,106.525,0.225
2e6x_D,1,418.087,0.057
2e6x_D,2,448.802,0.053
2e6x_D,3,398.453,0.06
2hhv_A,1,104.987,0.229
2hhv_A,2,105.573,0.227
2hhv_A,3,104.144,0.23
4xb6_C,1,112.477,0.213
4xb6_C,2,107.857,0.223
4xb6_C,3,106.007,0.226
1d3y_A,1,159.403,0.151
1d3y_A,2,168.809,0.142
1d3y_A,3,167.744,0.143
5g68_A,1,146.06,0.164
5g68_A,2,146.209,0.164
5g68_A,3,144.46,0.166
7zoy_A,1,205.382,0.117
7zoy_A,2,206.367,0.116
7zoy_A,3,222.669,0.108
6i3v_A,1,380.801,0.063
6i3v_A,2,357.352,0.067
6i3v_A,3,371.525,0.065
2z6r_A,1,199.394,0.12
2z6r_A,2,202.09,0.119
2z6r_A,3,200.835,0.12
4ksn_A,1,229.225,0.105
4ksn_A,2,242.984,0.099
4ksn_A,3,251.079,0.096
1enj_A,1,307.968,0.078
1enj_A,2,297.505,0.081
1enj_A,3,307.204,0.078
4gvq_C,1,172.266,0.139
4gvq_C,2,189.272,0.127
4gvq_C,3,191.16,0.126
4qmd_A,1,242.501,0.099
4qmd_A,2,244.701,0.098
4qmd_A,3,243.667,0.098
3ush_B,1,285.431,0.084
3ush_B,2,280.271,0.086
3ush_B,3,270.29,0.089
2aj7_A,1,173.879,0.138
2aj7_A,2,169.526,0.142
2aj7_A,3,172.507,0.139
3p5p_A,1,76.853,0.312
3p5p_A,2,76.722,0.313
3p5p_A,3,75.225,0.319
5syr_B,1,167.911,0.143
5syr_B,2,174.749,0.137
5syr_B,3,174.955,0.137
1tgr_A,1,502.598,0.048
1tgr_A,2,503.898,0.048
1tgr_A,3,494.625,0.049
6pr1_B,1,119.855,0.2
6pr1_B,2,115.555,0.208
6pr1_B,3,116.617,0.206
2vfx_C,1,205.79,0.117
2vfx_C,2,205.304,0.117
2vfx_C,3,203.247,0.118
1cm3_A,1,401.996,0.06
1cm3_A,2,406.443,0.059
1cm3_A,3,416.118,0.058
7ead_A,1,294.807,0.081
7ead_A,2,306.322,0.078
7ead_A,3,293.854,0.082
3cla_A,1,205.999,0.117
3cla_A,2,200.384,0.12
3cla_A,3,212.589,0.113
1l2p_A,1,288.271,0.083
1l2p_A,2,289.247,0.083
1l2p_A,3,294.304,0.082
1dpt_A,1,314.84,0.076
1dpt_A,2,312.288,0.077
1dpt_A,3,316.829,0.076
5z42_A,1,311.576,0.077
5z42_A,2,311.03,0.077
5z42_A,3,314.184,0.076
7p41_D,1,114.949,0.209
7p41_D,2,121.317,0.198
7p41_D,3,119.364,0.201
4wrp_B,1,380.483,0.063
4wrp_B,2,350.339,0.069
4wrp_B,3,342.106,0.07
2p12_A,1,217.396,0.11
2p12_A,2,215.584,0.111
2p12_A,3,216.279,0.111
6ovm_R,1,198.012,0.121
6ovm_R,2,204.512,0.117
6ovm_R,3,202.109,0.119
2d1l_A,1,96.157,0.25
2d1l_A,2,95.556,0.251
2d1l_A,3,100.313,0.239
1wbe_A,1,225.8,0.106
1wbe_A,2,236.419,0.102
1wbe_A,3,238.078,0.101
5ert_A,1,106.05,0.226
5ert_A,2,115.027,0.209
5ert_A,3,108.733,0.221
4xpz_A,1,128.618,0.187
4xpz_A,2,129.67,0.185
4xpz_A,3,129.483,0.185
5n0n_A,1,114.724,0.209
5n0n_A,2,112.644,0.213
5n0n_A,3,121.025,0.198
1l2w_I,1,209.363,0.115
1l2w_I,2,211.756,0.113
1l2w_I,3,213.226,0.113
3t7h_B,1,161.99,0.148
3t7h_B,2,164.37,0.146
3t7h_B,3,170.734,0.141
2cc6_A,1,382.167,0.063
2cc6_A,2,369.208,0.065
2cc6_A,3,370.393,0.065
5fbf_A,1,238.372,0.101
5fbf_A,2,240.963,0.1
5fbf_A,3,217.513,0.11
1wn9_A,1,364.021,0.066
1wn9_A,2,347.296,0.069
1wn9_A,3,349.155,0.069
6hat_B,1,172.77,0.139
6hat_B,2,180.429,0.133
6hat_B,3,172.36,0.139
7vfk_A,1,117.693,0.204
7vfk_A,2,122.7,0.196
7vfk_A,3,120.398,0.199
4qn8_A,1,287.652,0.083
4qn8_A,2,303.372,0.079
4qn8_A,3,269.191,0.089
3h2d_B,1,315.205,0.076
3h2d_B,2,311.129,0.077
3h2d_B,3,295.423,0.081
5w53_B,1,131.456,0.183
5w53_B,2,128.341,0.187
5w53_B,3,129.347,0.186
2ahn_A,1,231.493,0.104
2ahn_A,2,230.89,0.104
2ahn_A,3,232.914,0.103
4oj6_C,1,38.155,0.629
4oj6_C,2,39.161,0.613
4oj6_C,3,38.763,0.619
5hkq_I,1,286.536,0.084
5hkq_I,2,273.427,0.088
5hkq_I,3,288.929,0.083
1u6t_A,1,284.932,0.084
1u6t_A,2,293.556,0.082
1u6t_A,3,289.136,0.083
3g6i_A,1,183.631,0.131
3g6i_A,2,175.942,0.136
3g6i_A,3,175.796,0.137
3msu_B,1,115.198,0.208
3msu_B,2,118.821,0.202
3msu_B,3,119.659,0.201
3vc8_B,1,335.404,0.072
3vc8_B,2,331.156,0.072
3vc8_B,3,332.417,0.072
1rrm_A,1,173.334,0.138
1rrm_A,2,172.79,0.139
1rrm_A,3,168.505,0.142
3h93_A,1,286.75,0.084
3h93_A,2,265.72,0.09
3h93_A,3,273.844,0.088
3cw3_A,1,364.033,0.066
3cw3_A,2,371.04,0.065
3cw3_A,3,390.988,0.061
1dj0_B,1,191.67,0.125
1dj0_B,2,194.934,0.123
1dj0_B,3,188.15,0.128
4rsw_B,1,218.624,0.11
4rsw_B,2,213.231,0.113
4rsw_B,3,217.324,0.11
6ono_C,1,372.814,0.064
6ono_C,2,380.199,0.063
6ono_C,3,373.797,0.064
1tag_A,1,179.427,0.134
1tag_A,2,183.726,0.131
1tag_A,3,181.591,0.132
4goq_A,1,356.206,0.067
4goq_A,2,356.42,0.067
4goq_A,3,361.724,0.066
5mu4_A,1,244.867,0.098
5mu4_A,2,247.838,0.097
5mu4_A,3,233.91,0.103
4wzg_A,1,148.72,0.161
4wzg_A,2,149.444,0.161
4wzg_A,3,151.344,0.159
3mmy_F,1,460.541,0.052
3mmy_F,2,437.199,0.055
3mmy_F,3,454.33,0.053
1cuo_A,1,336.672,0.071
1cuo_A,2,352.519,0.068
1cuo_A,3,330.472,0.073
7c21_A,1,300.924,0.08
7c21_A,2,307.848,0.078
7c21_A,3,312.375,0.077
6nl2_B,1,146.763,0.164
6nl2_B,2,148.294,0.162
6nl2_B,3,134.765,0.178
5a5y_A,1,239.495,0.1
5a5y_A,2,226.609,0.106
5a5y_A,3,230.231,0.104
5ul4_A,1,88.161,0.272
5ul4_A,2,86.447,0.278
5ul4_A,3,88.358,0.272
3ooi_A,1,129.721,0.185
3ooi_A,2,129.266,0.186
3ooi_A,3,129.113,0.186
5gv0_A,1,236.515,0.101
5gv0_A,2,236.07,0.102
5gv0_A,3,232.683,0.103
5znj_A,1,90.562,0.265
5znj_A,2,90.301,0.266
5znj_A,3,90.136,0.266
5htl_A,1,248.525,0.097
5htl_A,2,243.995,0.098
5htl_A,3,248.312,0.097
5jr5_A,1,419.771,0.057
5jr5_A,2,416.331,0.058
5jr5_A,3,453.023,0.053
7s86_A,1,273.361,0.088
7s86_A,2,267.345,0.09
7s86_A,3,269.165,0.089
5osw_A,1,100.687,0.238
5osw_A,2,99.024,0.242
5osw_A,3,93.469,0.257
2es9_A,1,307.041,0.078
2es9_A,2,326.541,0.073
2es9_A,3,314.1,0.076
4k2m_B,1,146.115,0.164
4k2m_B,2,143.161,0.168
4k2m_B,3,125.441,0.191
2x49_A,1,109.58,0.219
2x49_A,2,110.01,0.218
2x49_A,3,109.809,0.219
4gn0_A,1,126.173,0.19
4gn0_A,2,128.14,0.187
4gn0_A,3,127.855,0.188
4ea9_A,1,220.781,0.109
4ea9_A,2,225.063,0.107
4ea9_A,3,216.297,0.111
1zos_C,1,263.436,0.091
1zos_C,2,254.62,0.094
1zos_C,3,249.445,0.096
3czz_B,1,383.648,0.063
3czz_B,2,367.081,0.065
3czz_B,3,386.251,0.062
3lae_A,1,412.603,0.058
3lae_A,2,411.756,0.058
3lae_A,3,397.776,0.06
3o79_A,1,323.949,0.074
3o79_A,2,323.531,0.074
3o79_A,3,327.353,0.073
3quo_A,1,144.567,0.166
3quo_A,2,142.92,0.168
3quo_A,3,149.321,0.161
6q9c_A,1,280.996,0.085
6q9c_A,2,299.823,0.08
6q9c_A,3,299.824,0.08
1ouw_C,1,296.784,0.081
1ouw_C,2,299.029,0.08
1ouw_C,3,286.911,0.084
2i9x_A,1,258.972,0.093
2i9x_A,2,265.353,0.09
2i9x_A,3,262.603,0.091
2v4b_B,1,167.402,0.143
2v4b_B,2,168.202,0.143
2v4b_B,3,165.921,0.145
2i9w_A,1,243.417,0.099
2i9w_A,2,242.924,0.099
2i9w_A,3,246.758,0.097
2cfe_A,1,321.2,0.075
2cfe_A,2,308.391,0.078
2cfe_A,3,310.981,0.077
3jza_B,1,207.576,0.116
3jza_B,2,207.572,0.116
3jza_B,3,207.826,0.115
5cof_A,1,270.809,0.089
