pdb_id,rep,ns/day,hour/ns
2fyg_A,1,333.267,0.072
2fyg_A,2,326.031,0.074
2fyg_A,3,326.679,0.073
5kvk_A,1,301.043,0.08
5kvk_A,2,309.062,0.078
5kvk_A,3,300.337,0.08
2w56_A,1,250.891,0.096
2w56_A,2,247.542,0.097
2w56_A,3,252.873,0.095
2gg6_A,1,164.138,0.146
2gg6_A,2,155.395,0.154
2gg6_A,3,173.234,0.139
3c1q_B,1,278.505,0.086
3c1q_B,2,274.196,0.088
3c1q_B,3,267.221,0.09
2qtd_A,1,384.263,0.062
2qtd_A,2,391.986,0.061
2qtd_A,3,384.627,0.062
3bl9_B,1,141.29,0.17
3bl9_B,2,143.188,0.168
3bl9_B,3,133.483,0.18
2cxi_A,1,189.465,0.127
2cxi_A,2,183.221,0.131
2cxi_A,3,169.57,0.142
4fqn_B,1,352.879,0.068
4fqn_B,2,364.31,0.066
4fqn_B,3,361.735,0.066
1io1_A,1,80.952,0.296
1io1_A,2,81.511,0.294
1io1_A,3,78.077,0.307
1ail_A,1,367.305,0.065
1ail_A,2,390.809,0.061
1ail_A,3,360.497,0.067
2bo1_A,1,381.676,0.063
2bo1_A,2,381.41,0.063
2bo1_A,3,400.151,0.06
6okd_C,1,423.375,0.057
6okd_C,2,417.114,0.058
6okd_C,3,417.501,0.057
2o4t_A,1,322.058,0.075
2o4t_A,2,326.28,0.074
2o4t_A,3,332.052,0.072
1r9f_A,1,218.315,0.11
1r9f_A,2,199.885,0.12
1r9f_A,3,201.969,0.119
1k7j_A,1,254.686,0.094
1k7j_A,2,260.254,0.092
1k7j_A,3,255.498,0.094
2w8x_A,1,437.379,0.055
2w8x_A,2,437.667,0.055
2w8x_A,3,435.208,0.055
3wwh_A,1,186.322,0.129
3wwh_A,2,178.575,0.134
3wwh_A,3,178.042,0.135
5j3t_B,1,180.425,0.133
5j3t_B,2,178.037,0.135
5j3t_B,3,183.993,0.13
2igi_A,1,254.983,0.094
2igi_A,2,257.956,0.093
2igi_A,3,252.585,0.095
2y7b_A,1,284.176,0.084
2y7b_A,2,283.795,0.085
2y7b_A,3,288.733,0.083
2x5r_A,1,317.284,0.076
2x5r_A,2,304.904,0.079
2x5r_A,3,316.126,0.076
3hmr_A,1,347.814,0.069
3hmr_A,2,359.702,0.067
3hmr_A,3,363.145,0.066
3n8u_A,1,164.786,0.146
3n8u_A,2,175.965,0.136
3n8u_A,3,173.655,0.138
4m0q_A,1,175.084,0.137
4m0q_A,2,185.948,0.129
4m0q_A,3,187.789,0.128
2ftx_A,1,371.262,0.065
2ftx_A,2,375.419,0.064
2ftx_A,3,373.196,0.064
6xb3_H,1,205.84,0.117
6xb3_H,2,198.411,0.121
6xb3_H,3,190.048,0.126
2fb6_A,1,316.684,0.076
2fb6_A,2,327.109,0.073
2fb6_A,3,333.879,0.072
3eye_A,1,249.373,0.096
3eye_A,2,250.274,0.096
3eye_A,3,252.741,0.095
4j32_B,1,298.116,0.081
4j32_B,2,317.502,0.076
4j32_B,3,280.827,0.085
2dlb_B,1,216.598,0.111
2dlb_B,2,203.746,0.118
2dlb_B,3,215.92,0.111
5txr_B,1,112.614,0.213
5txr_B,2,114.851,0.209
5txr_B,3,115.254,0.208
1v4p_C,1,284.293,0.084
1v4p_C,2,257.256,0.093
1v4p_C,3,285.652,0.084
1mv8_C,1,122.933,0.195
1mv8_C,2,120.69,0.199
1mv8_C,3,130.522,0.184
2rkv_A,1,156.493,0.153
2rkv_A,2,154.737,0.155
2rkv_A,3,156.497,0.153
2eq8_C,1,591.182,0.041
2eq8_C,2,604.072,0.04
2eq8_C,3,608.019,0.039
4jgn_A,1,274.783,0.087
4jgn_A,2,284.876,0.084
4jgn_A,3,282.725,0.085
3mol_B,1,247.859,0.097
3mol_B,2,263.637,0.091
3mol_B,3,258.485,0.093
2e7z_A,1,109.916,0.218
2e7z_A,2,109.45,0.219
2e7z_A,3,111.612,0.215
4v1g_B,1,401.683,0.06
4v1g_B,2,398.953,0.06
4v1g_B,3,401.445,0.06
3bwu_D,1,238.447,0.101
3bwu_D,2,232.366,0.103
3bwu_D,3,246.615,0.097
1u07_A,1,329.328,0.073
1u07_A,2,329.656,0.073
1u07_A,3,330.09,0.073
4o6q_A,1,287.508,0.083
4o6q_A,2,288.665,0.083
4o6q_A,3,298.268,0.08
3kvd_D,1,209.929,0.114
3kvd_D,2,210.484,0.114
3kvd_D,3,210.716,0.114
3glx_A,1,203.03,0.118
3glx_A,2,202.131,0.119
3glx_A,3,200.728,0.12
1wpb_A,1,221.065,0.109
1wpb_A,2,222.736,0.108
1wpb_A,3,222.773,0.108
1g38_A,1,129.52,0.185
1g38_A,2,143.884,0.167
1g38_A,3,130.997,0.183
3bl9_A,1,152.104,0.158
3bl9_A,2,155.45,0.154
3bl9_A,3,154.202,0.156
6jfk_A,1,87.495,0.274
6jfk_A,2,82.688,0.29
6jfk_A,3,82.005,0.293
3wvz_A,1,170.043,0.141
3wvz_A,2,178.217,0.135
3wvz_A,3,168.386,0.143
2w6k_A,1,277.278,0.087
2w6k_A,2,279.748,0.086
2w6k_A,3,278.804,0.086
1ctf_A,1,393.518,0.061
1ctf_A,2,414.573,0.058
1ctf_A,3,412.077,0.058
7n51_A,1,205.058,0.117
7n51_A,2,214.516,0.112
7n51_A,3,210.62,0.114
2xmx_A,1,154.044,0.156
2xmx_A,2,157.366,0.153
2xmx_A,3,153.538,0.156
2wny_B,1,246.613,0.097
2wny_B,2,275.437,0.087
2wny_B,3,246.885,0.097
1njh_A,1,293.589,0.082
1njh_A,2,289.555,0.083
1njh_A,3,307.795,0.078
7fd1_A,1,406.512,0.059
7fd1_A,2,405.345,0.059
7fd1_A,3,392.05,0.061
7zh9_A,1,62.028,0.387
7zh9_A,2,60.665,0.396
7zh9_A,3,56.573,0.424
1jq5_A,1,165.81,0.145
1jq5_A,2,152.081,0.158
1jq5_A,3,148.615,0.161
4wt3_A,1,152.566,0.157
4wt3_A,2,152.222,0.158
4wt3_A,3,153.262,0.157
1dwk_A,1,155.782,0.154
1dwk_A,2,157.238,0.153
1dwk_A,3,153.112,0.157
1k8k_E,1,257.613,0.093
1k8k_E,2,256.042,0.094
1k8k_E,3,272.244,0.088
1f20_A,1,112.357,0.214
1f20_A,2,109.613,0.219
1f20_A,3,110.652,0.217
2o6x_A,1,159.855,0.15
2o6x_A,2,163.507,0.147
2o6x_A,3,163.247,0.147
6l8s_A,1,108.998,0.22
6l8s_A,2,109.761,0.219
6l8s_A,3,118.723,0.202
2x5g_A,1,353.829,0.068
2x5g_A,2,346.828,0.069
2x5g_A,3,372.382,0.064
1m15_A,1,166.054,0.145
1m15_A,2,169.238,0.142
1m15_A,3,179.318,0.134
5n76_F,1,387.295,0.062
5n76_F,2,367.127,0.065
5n76_F,3,377.008,0.064
5yrt_C,1,253.697,0.095
5yrt_C,2,259.092,0.093
5yrt_C,3,279.596,0.086
3sol_A,1,387.747,0.062
3sol_A,2,384.495,0.062
3sol_A,3,416.596,0.058
1msc_A,1,276.939,0.087
1msc_A,2,278.415,0.086
1msc_A,3,275.529,0.087
2cfm_A,1,113.339,0.212
2cfm_A,2,110.96,0.216
2cfm_A,3,112.074,0.214
4wwr_F,1,386.696,0.062
4wwr_F,2,397.117,0.06
4wwr_F,3,379.567,0.063
4iu3_B,1,170.159,0.141
4iu3_B,2,167.674,0.143
4iu3_B,3,172.099,0.139
7rm7_A,1,182.999,0.131
7rm7_A,2,194.515,0.123
7rm7_A,3,196.095,0.122
2i9x_B,1,310.831,0.077
2i9x_B,2,317.656,0.076
2i9x_B,3,338.101,0.071
3hol_A,1,112.905,0.213
3hol_A,2,112.822,0.213
3hol_A,3,112.746,0.213
2bti_A,1,352.623,0.068
2bti_A,2,340.864,0.07
2bti_A,3,361.889,0.066
4e5r_A,1,409.947,0.059
4e5r_A,2,408.87,0.059
4e5r_A,3,403.241,0.06
5l87_A,1,364.729,0.066
5l87_A,2,375.403,0.064
5l87_A,3,375.477,0.064
6q9c_B,1,146.074,0.164
6q9c_B,2,147.697,0.162
6q9c_B,3,147.746,0.162
3im1_A,1,147.518,0.163
3im1_A,2,148.431,0.162
3im1_A,3,147.237,0.163
3jub_A,1,260.219,0.092
3jub_A,2,257.567,0.093
3jub_A,3,245.904,0.098
3po8_A,1,367.035,0.065
3po8_A,2,389.124,0.062
3po8_A,3,391.534,0.061
2inc_A,1,118.931,0.202
2inc_A,2,118.519,0.202
2inc_A,3,121.683,0.197
2vcc_A,1,87.583,0.274
2vcc_A,2,85.69,0.28
2vcc_A,3,87.518,0.274
3vgp_A,1,276.26,0.087
3vgp_A,2,278.677,0.086
3vgp_A,3,274.427,0.087
2vrs_C,1,107.68,0.223
2vrs_C,2,113.207,0.212
2vrs_C,3,107.209,0.224
3djl_A,1,113.328,0.212
3djl_A,2,108.068,0.222
3djl_A,3,111.478,0.215
6bm5_A,1,153.387,0.156
6bm5_A,2,155.712,0.154
6bm5_A,3,160.884,0.149
7m8h_A,1,199.552,0.12
7m8h_A,2,207.297,0.116
7m8h_A,3,202.786,0.118
2gec_A,1,268.077,0.09
2gec_A,2,246.678,0.097
2gec_A,3,254.517,0.094
2prv_A,1,275.711,0.087
2prv_A,2,286.87,0.084
2prv_A,3,275.971,0.087
2wya_A,1,136.239,0.176
2wya_A,2,134.708,0.178
2wya_A,3,138.609,0.173
1b0n_A,1,255.763,0.094
1b0n_A,2,260.292,0.092
1b0n_A,3,258.698,0.093
4s39_A,1,133.154,0.18
4s39_A,2,131.098,0.183
4s39_A,3,142.17,0.169
2wn3_C,1,126.607,0.19
2wn3_C,2,132.38,0.181
2wn3_C,3,129.765,0.185
1aol_A,1,205.481,0.117
1aol_A,2,218.62,0.11
1aol_A,3,219.163,0.11
4hwx_A,1,367.912,0.065
4hwx_A,2,366.192,0.066
4hwx_A,3,366.056,0.066
2hnu_A,1,465.109,0.052
2hnu_A,2,475.526,0.05
2hnu_A,3,466.295,0.051
2qjz_A,1,367.466,0.065
2qjz_A,2,365.382,0.066
2qjz_A,3,368.916,0.065
6h49_A,1,220.421,0.109
6h49_A,2,200.245,0.12
6h49_A,3,210.298,0.114
7p46_B,1,176.822,0.136
7p46_B,2,170.606,0.141
7p46_B,3,165.692,0.145
1n8u_A,1,317.892,0.075
1n8u_A,2,329.482,0.073
1n8u_A,3,317.91,0.075
4q0y_B,1,296.791,0.081
4q0y_B,2,336.594,0.071
4q0y_B,3,332.593,0.072
2pyq_C,1,353.885,0.068
2pyq_C,2,362.737,0.066
2pyq_C,3,368.513,0.065
1oao_C,1,109.277,0.22
1oao_C,2,110.745,0.217
1oao_C,3,110.642,0.217
7uw7_A,1,424.184,0.057
7uw7_A,2,425.955,0.056
7uw7_A,3,431.941,0.056
7ubj_A,1,290.456,0.083
7ubj_A,2,298.87,0.08
7ubj_A,3,299.781,0.08
5w5c_A,1,396.242,0.061
5w5c_A,2,396.135,0.061
5w5c_A,3,395.757,0.061
4r7q_A,1,190.792,0.126
4r7q_A,2,185.801,0.129
4r7q_A,3,175.269,0.137
5vz0_B,1,64.211,0.374
5vz0_B,2,61.783,0.388
5vz0_B,3,62.012,0.387
1nl1_A,1,266.694,0.09
1nl1_A,2,271.241,0.088
1nl1_A,3,262.766,0.091
4ct7_A,1,163.445,0.147
4ct7_A,2,162.942,0.147
4ct7_A,3,168.896,0.142
5w82_E,1,114.199,0.21
5w82_E,2,112.8,0.213
5w82_E,3,112.847,0.213
1qwz_A,1,210.675,0.114
1qwz_A,2,208.977,0.115
1qwz_A,3,229.981,0.104
2wnp_F,1,226.944,0.106
2wnp_F,2,224.441,0.107
2wnp_F,3,224.565,0.107
3lk7_A,1,142.941,0.168
3lk7_A,2,142.879,0.168
3lk7_A,3,147.587,0.163
5oh5_A,1,107.192,0.224
5oh5_A,2,107.434,0.223
5oh5_A,3,103.553,0.232
3l9a_X,1,308.875,0.078
3l9a_X,2,312.236,0.077
3l9a_X,3,305.254,0.079
4jgi_A,1,213.9,0.112
4jgi_A,2,222.487,0.108
4jgi_A,3,218.717,0.11
3b9q_A,1,180.97,0.133
3b9q_A,2,184.215,0.13
3b9q_A,3,191.544,0.125
5gof_A,1,104.843,0.229
5gof_A,2,103.544,0.232
5gof_A,3,105.172,0.228
3fp5_A,1,314.351,0.076
3fp5_A,2,316.295,0.076
3fp5_A,3,328.516,0.073
6okd_D,1,440.318,0.055
6okd_D,2,435.529,0.055
6okd_D,3,442.272,0.054
5cyz_C,1,235.897,0.102
5cyz_C,2,234.779,0.102
5cyz_C,3,242.435,0.099
3q1n_A,1,212.615,0.113
3q1n_A,2,213.619,0.112
3q1n_A,3,214.001,0.112
5bmt_B,1,159.302,0.151
5bmt_B,2,165.325,0.145
5bmt_B,3,169.802,0.141
3mcb_A,1,407.323,0.059
3mcb_A,2,417.7,0.057
3mcb_A,3,425.394,0.056
7z27_A,1,232.396,0.103
7z27_A,2,253.614,0.095
7z27_A,3,227.906,0.105
3oxp_A,1,312.363,0.077
3oxp_A,2,310.893,0.077
3oxp_A,3,308.277,0.078
3lyw_A,1,382.121,0.063
3lyw_A,2,369.848,0.065
3lyw_A,3,355.028,0.068
5e3e_E,1,364.926,0.066
5e3e_E,2,347.722,0.069
5e3e_E,3,350.055,0.069
5wqq_A,1,436.24,0.055
5wqq_A,2,427.879,0.056
5wqq_A,3,422.426,0.057
6b6m_A,1,254.321,0.094
6b6m_A,2,265.446,0.09
6b6m_A,3,253.702,0.095
6l3r_E,1,103.561,0.232
6l3r_E,2,105.762,0.227
6l3r_E,3,105.843,0.227
1zpe_A,1,214.606,0.112
1zpe_A,2,216.767,0.111
1zpe_A,3,215.889,0.111
1ewf_A,1,102.457,0.234
1ewf_A,2,99.991,0.24
1ewf_A,3,101.343,0.237
3tbn_A,1,394.108,0.061
3tbn_A,2,385.736,0.062
3tbn_A,3,384.012,0.062
3vu0_B,1,246.996,0.097
3vu0_B,2,249.341,0.096
3vu0_B,3,268.493,0.089
5vz0_A,1,45.227,0.531
5vz0_A,2,46.274,0.519
5vz0_A,3,46.313,0.518
1yoz_B,1,325.824,0.074
1yoz_B,2,311.189,0.077
1yoz_B,3,329.258,0.073
4cfi_A,1,188.232,0.128
4cfi_A,2,182.523,0.131
4cfi_A,3,178.453,0.134
8b2r_B,1,353.965,0.068
8b2r_B,2,367.038,0.065
8b2r_B,3,353.565,0.068
3h1d_A,1,107.738,0.223
3h1d_A,2,108.326,0.222
3h1d_A,3,109.882,0.218
4lty_D,1,104.151,0.23
4lty_D,2,103.846,0.231
4lty_D,3,106.009,0.226
1lj5_A,1,149.962,0.16
1lj5_A,2,152.002,0.158
1lj5_A,3,152.05,0.158
6f45_D,1,198.5,0.121
6f45_D,2,198.4,0.121
6f45_D,3,199.38,0.12
1m9z_A,1,321.408,0.075
1m9z_A,2,319.858,0.075
1m9z_A,3,319.026,0.075
2qev_A,1,322.082,0.075
2qev_A,2,319.663,0.075
2qev_A,3,348.771,0.069
1ig3_A,1,111.897,0.214
1ig3_A,2,106.733,0.225
1ig3_A,3,105.625,0.227
1j09_A,1,93.09,0.258
1j09_A,2,100.162,0.24
1j09_A,3,92.135,0.26
3jtz_A,1,279.611,0.086
3jtz_A,2,264.875,0.091
3jtz_A,3,288.12,0.083
2onf_B,1,258.123,0.093
2onf_B,2,256.275,0.094
2onf_B,3,260.39,0.092
3vej_B,1,577.776,0.042
3vej_B,2,574.217,0.042
3vej_B,3,577.091,0.042
1krn_A,1,342.227,0.07
1krn_A,2,364.055,0.066
1krn_A,3,345.699,0.069
2hl7_A,1,398.749,0.06
2hl7_A,2,395.226,0.061
2hl7_A,3,410.867,0.058
3lvu_D,1,205.695,0.117
3lvu_D,2,205.405,0.117
3lvu_D,3,203.319,0.118
3g28_A,1,430.499,0.056
3g28_A,2,423.649,0.057
3g28_A,3,428.377,0.056
2bbr_A,1,214.664,0.112
2bbr_A,2,213.637,0.112
2bbr_A,3,209.613,0.114
1z1l_A,1,132.781,0.181
1z1l_A,2,139.684,0.172
1z1l_A,3,133.165,0.18
4za9_A,1,113.415,0.212
4za9_A,2,115.764,0.207
4za9_A,3,105.896,0.227
2rji_A,1,406.273,0.059
2rji_A,2,411.333,0.058
2rji_A,3,431.118,0.056
5udz_A,1,229.805,0.104
5udz_A,2,236.644,0.101
5udz_A,3,250.29,0.096
1nf8_A,1,261.523,0.092
1nf8_A,2,261.466,0.092
1nf8_A,3,276.966,0.087
4eo1_A,1,389.354,0.062
4eo1_A,2,412.25,0.058
4eo1_A,3,390.009,0.062
6zpe_A,1,342.671,0.07
6zpe_A,2,336.99,0.071
6zpe_A,3,331.95,0.072
1qw2_A,1,340.456,0.07
1qw2_A,2,336.797,0.071
1qw2_A,3,337.353,0.071
4qb0_A,1,309.097,0.078
4qb0_A,2,312.277,0.077
4qb0_A,3,303.179,0.079
4ebg_B,1,340.732,0.07
4ebg_B,2,311.116,0.077
4ebg_B,3,308.938,0.078
5jx1_A,1,209.297,0.115
5jx1_A,2,205.154,0.117
5jx1_A,3,205.732,0.117
1xta_B,1,214.888,0.112
1xta_B,2,225.732,0.106
1xta_B,3,226.842,0.106
5ydn_A,1,369.901,0.065
5ydn_A,2,391.136,0.061
5ydn_A,3,367.168,0.065
5wx9_A,1,268.503,0.089
5wx9_A,2,272.068,0.088
5wx9_A,3,270.257,0.089
6cb6_A,1,329.788,0.073
6cb6_A,2,334.191,0.072
6cb6_A,3,293.157,0.082
2nml_A,1,294.768,0.081
2nml_A,2,306.779,0.078
2nml_A,3,291.997,0.082
2y39_A,1,265.659,0.09
2y39_A,2,275.281,0.087
2y39_A,3,251.915,0.095
3ka5_B,1,311.224,0.077
3ka5_B,2,306.407,0.078
3ka5_B,3,314.471,0.076
2qia_A,1,201.729,0.119
2qia_A,2,199.854,0.12
2qia_A,3,201.43,0.119
1dd3_A,1,266.445,0.09
1dd3_A,2,287.759,0.083
1dd3_A,3,288.187,0.083
1usm_A,1,411.68,0.058
1usm_A,2,418.038,0.057
1usm_A,3,393.386,0.061
3ho6_A,1,195.46,0.123
3ho6_A,2,192.666,0.125
3ho6_A,3,195.759,0.123
3h5q_A,1,146.764,0.164
3h5q_A,2,150.681,0.159
3h5q_A,3,155.69,0.154
2nnu_A,1,172.331,0.139
2nnu_A,2,173.111,0.139
2nnu_A,3,171.164,0.14
3emf_A,1,233.657,0.103
3emf_A,2,262.735,0.091
3emf_A,3,256.563,0.094
2p58_A,1,361.122,0.066
2p58_A,2,363.963,0.066
2p58_A,3,372.272,0.064
2hwn_D,1,373.437,0.064
2hwn_D,2,397.475,0.06
2hwn_D,3,384.73,0.062
4a3p_A,1,191.856,0.125
4a3p_A,2,189.633,0.127
4a3p_A,3,187.301,0.128
1vra_B,1,203.349,0.118
1vra_B,2,203.125,0.118
1vra_B,3,209.189,0.115
4lq4_A,1,212.888,0.113
4lq4_A,2,224.394,0.107
4lq4_A,3,215.669,0.111
4ew5_A,1,363.869,0.066
4ew5_A,2,362.445,0.066
4ew5_A,3,363.507,0.066
6hj6_A,1,229.441,0.105
6hj6_A,2,229.282,0.105
6hj6_A,3,232.075,0.103
3pf6_C,1,407.558,0.059
3pf6_C,2,418.087,0.057
3pf6_C,3,416.279,0.058
2j7z_A,1,384.562,0.062
2j7z_A,2,389.917,0.062
2j7z_A,3,390.484,0.061
3p3v_B,1,307.552,0.078
3p3v_B,2,306.063,0.078
3p3v_B,3,307.271,0.078
2xqu_A,1,384.723,0.062
2xqu_A,2,370.805,0.065
2xqu_A,3,398.381,0.06
2vg1_B,1,209.006,0.115
2vg1_B,2,229.262,0.105
2vg1_B,3,221.368,0.108
1ijt_A,1,379.904,0.063
1ijt_A,2,344.585,0.07
1ijt_A,3,344.54,0.07
3f0o_B,1,272.025,0.088
3f0o_B,2,271.093,0.089
3f0o_B,3,286.465,0.084
1woj_A,1,214.102,0.112
1woj_A,2,216.997,0.111
1woj_A,3,219.661,0.109
3o3x_A,1,233.751,0.103
3o3x_A,2,227.059,0.106
3o3x_A,3,233.943,0.103
1vcc_A,1,440.033,0.055
1vcc_A,2,439.043,0.055
1vcc_A,3,426.305,0.056
8htw_B,1,257.337,0.093
8htw_B,2,244.537,0.098
8htw_B,3,257.572,0.093
3ezu_A,1,125.582,0.191
3ezu_A,2,124.741,0.192
3ezu_A,3,122.512,0.196
2pfx_A,1,245.044,0.098
2pfx_A,2,241.555,0.099
2pfx_A,3,248.415,0.097
3hdj_B,1,172.661,0.139
3hdj_B,2,173.604,0.138
3hdj_B,3,172.969,0.139
3jz9_A,1,206.272,0.116
3jz9_A,2,210.707,0.114
3jz9_A,3,209.595,0.115
2w6l_A,1,309.232,0.078
2w6l_A,2,341.832,0.07
2w6l_A,3,308.651,0.078
3twz_A,1,141.128,0.17
3twz_A,2,143.362,0.167
3twz_A,3,138.626,0.173
3l4p_A,1,98.244,0.244
3l4p_A,2,97.123,0.247
3l4p_A,3,96.724,0.248
2aib_A,1,434.158,0.055
2aib_A,2,436.171,0.055
2aib_A,3,430.177,0.056
2oeb_A,1,263.847,0.091
2oeb_A,2,264.146,0.091
2oeb_A,3,265.922,0.09
2g64_A,1,149.703,0.16
2g64_A,2,148.293,0.162
2g64_A,3,147.049,0.163
4o87_B,1,163.326,0.147
4o87_B,2,174.062,0.138
4o87_B,3,154.478,0.155
6y2x_A,1,190.745,0.126
6y2x_A,2,192.809,0.124
6y2x_A,3,194.062,0.124
2w0i_A,1,300.135,0.08
2w0i_A,2,272.586,0.088
2w0i_A,3,297.418,0.081
5e5q_A,1,478.466,0.05
5e5q_A,2,489.358,0.049
5e5q_A,3,451.153,0.053
3ll7_A,1,128.578,0.187
3ll7_A,2,129.785,0.185
3ll7_A,3,128.187,0.187
2ra8_A,1,163.315,0.147
2ra8_A,2,154.103,0.156
2ra8_A,3,161.867,0.148
3cjs_B,1,500.137,0.048
3cjs_B,2,497.292,0.048
3cjs_B,3,500.52,0.048
3m4r_A,1,188.427,0.127
3m4r_A,2,194.108,0.124
3m4r_A,3,190.308,0.126
4lpq_A,1,195.16,0.123
4lpq_A,2,206.293,0.116
4lpq_A,3,202.132,0.119
1g6g_A,1,366.518,0.065
1g6g_A,2,367.318,0.065
1g6g_A,3,369.256,0.065
6q9c_D,1,154.402,0.155
6q9c_D,2,154.954,0.155
6q9c_D,3,143.718,0.167
4fc2_B,1,112.527,0.213
4fc2_B,2,112.038,0.214
4fc2_B,3,115.448,0.208
7u1y_A,1,129.853,0.185
7u1y_A,2,152.529,0.157
7u1y_A,3,135.17,0.178
2ou3_A,1,247.989,0.097
2ou3_A,2,274.483,0.087
2ou3_A,3,246.781,0.097
7a66_B,1,384.952,0.062
7a66_B,2,419.49,0.057
7a66_B,3,411.394,0.058
3lwx_A,1,239.708,0.1
3lwx_A,2,237.776,0.101
3lwx_A,3,247.105,0.097
2b0a_A,1,157.489,0.152
2b0a_A,2,156.175,0.154
2b0a_A,3,155.715,0.154
2qnl_A,1,250.629,0.096
2qnl_A,2,249.879,0.096
2qnl_A,3,249.892,0.096
3bpt_A,1,152.297,0.158
3bpt_A,2,158.116,0.152
3bpt_A,3,164.972,0.145
4xb6_E,1,205.446,0.117
4xb6_E,2,201.695,0.119
4xb6_E,3,209.49,0.115
3mhs_B,1,245.721,0.098
3mhs_B,2,240.405,0.1
3mhs_B,3,242.06,0.099
5zmo_A,1,249.954,0.096
5zmo_A,2,249.43,0.096
5zmo_A,3,253.762,0.095
6l8s_C,1,119.37,0.201
6l8s_C,2,118.794,0.202
6l8s_C,3,113.555,0.211
4yxp_A,1,151.011,0.159
4yxp_A,2,151.623,0.158
4yxp_A,3,150.014,0.16
5ori_A,1,100.379,0.239
5ori_A,2,104.286,0.23
5ori_A,3,103.984,0.231
1nij_A,1,170.894,0.14
1nij_A,2,176.876,0.136
1nij_A,3,176.565,0.136
3p3o_A,1,177.2,0.135
3p3o_A,2,173.847,0.138
3p3o_A,3,178.893,0.134
1dk8_A,1,218.339,0.11
1dk8_A,2,218.288,0.11
1dk8_A,3,217.2,0.11
6avj_B,1,366.489,0.065
6avj_B,2,363.085,0.066
6avj_B,3,364.51,0.066
3f43_A,1,271.848,0.088
3f43_A,2,272.577,0.088
3f43_A,3,262.517,0.091
4d71_A,1,96.235,0.249
4d71_A,2,100.28,0.239
4d71_A,3,100.485,0.239
1tdz_A,1,185.339,0.129
1tdz_A,2,187.842,0.128
1tdz_A,3,187.745,0.128
6q9c_C,1,320.664,0.075
6q9c_C,2,284.274,0.084
6q9c_C,3,306.824,0.078
3wkx_A,1,84.27,0.285
3wkx_A,2,86.905,0.276
3wkx_A,3,86.287,0.278
1whz_A,1,487.749,0.049
1whz_A,2,476.711,0.05
1whz_A,3,474.699,0.051
6pxz_C,1,340.741,0.07
6pxz_C,2,372.39,0.064
6pxz_C,3,348.537,0.069
5eg7_A,1,282.271,0.085
5eg7_A,2,283.75,0.085
5eg7_A,3,283.552,0.085
2wlt_A,1,171.605,0.14
2wlt_A,2,158.639,0.151
2wlt_A,3,156.229,0.154
2dfx_I,1,336.748,0.071
2dfx_I,2,378.204,0.063
2dfx_I,3,373.109,0.064
2i5v_O,1,94.786,0.253
2i5v_O,2,94.775,0.253
2i5v_O,3,93.813,0.256
1sdi_A,1,241.996,0.099
1sdi_A,2,244.531,0.098
1sdi_A,3,249.042,0.096
3apr_E,1,177.957,0.135
3apr_E,2,179.625,0.134
3apr_E,3,174.563,0.137
1n8o_E,1,230.81,0.104
1n8o_E,2,215.631,0.111
1n8o_E,3,231.91,0.103
6l4l_A,1,180.565,0.133
6l4l_A,2,174.644,0.137
6l4l_A,3,181.498,0.132
2ed6_J,1,241.886,0.099
2ed6_J,2,241.143,0.1
2ed6_J,3,228.878,0.105
4o66_D,1,343.743,0.07
4o66_D,2,345.759,0.069
4o66_D,3,346.987,0.069
2rkq_A,1,294.244,0.082
2rkq_A,2,292.102,0.082
2rkq_A,3,286.897,0.084
3igz_B,1,107.453,0.223
3igz_B,2,108.635,0.221
3igz_B,3,113.464,0.212
6zdt_B,1,216.048,0.111
6zdt_B,2,234.825,0.102
6zdt_B,3,236.58,0.101
5noh_A,1,405.857,0.059
5noh_A,2,380.6,0.063
5noh_A,3,403.468,0.059
1coj_A,1,179.915,0.133
1coj_A,2,181.367,0.132
1coj_A,3,182.454,0.132
4ngd_A,1,150.311,0.16
4ngd_A,2,150.458,0.16
4ngd_A,3,150.256,0.16
3aa6_B,1,152.518,0.157
3aa6_B,2,150.79,0.159
3aa6_B,3,151.615,0.158
2gg2_A,1,185.995,0.129
2gg2_A,2,203.232,0.118
2gg2_A,3,188.063,0.128
4phr_A,1,201.181,0.119
4phr_A,2,197.575,0.121
4phr_A,3,199.607,0.12
2z0a_B,1,310.38,0.077
2z0a_B,2,315.915,0.076
2z0a_B,3,290.288,0.083
3ga3_A,1,293.368,0.082
3ga3_A,2,289.391,0.083
3ga3_A,3,296.436,0.081
4f55_A,1,308.984,0.078
4f55_A,2,310.958,0.077
4f55_A,3,312.005,0.077
4g75_A,1,143.958,0.167
4g75_A,2,148.479,0.162
4g75_A,3,146.766,0.164
2bfw_A,1,276.341,0.087
2bfw_A,2,288.575,0.083
2bfw_A,3,280.446,0.086
2fef_B,1,180.961,0.133
2fef_B,2,179.523,0.134
2fef_B,3,179.619,0.134
5mux_C,1,158.984,0.151
5mux_C,2,151.99,0.158
5mux_C,3,158.004,0.152
5t76_A,1,159.498,0.15
5t76_A,2,177.759,0.135
5t76_A,3,161.957,0.148
2vi1_A,1,238.609,0.101
2vi1_A,2,236.508,0.101
2vi1_A,3,240.546,0.1
6e7e_A,1,209.537,0.115
6e7e_A,2,216.696,0.111
6e7e_A,3,219.017,0.11
2in8_A,1,350.508,0.068
2in8_A,2,355.06,0.068
2in8_A,3,358.442,0.067
